n,id,loan_amnt,installment,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,total_rec_int,application_type,dti_joint,all_util,total_rev_hi_lim
815,35774097,7000.0,216.11,2 years,,50000.0,Source Verified,Default,debt_consolidation,IN,19.95,0.0,Aug-1993,326.98,INDIVIDUAL,,,19600.0
816,1166544,12000.0,,10+ years,MORTGAGE,96000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.28,0.0,Feb-1991,1422.68,INDIVIDUAL,,,
817,1694675,7200.0,254.17,7 years,MORTGAGE,75004.8,Not Verified,Fully Paid,other,AL,14.66,1.0,Dec-1998,1949.78,INDIVIDUAL,,,
818,10121153,5500.0,190.61,10+ years,RENT,30000.0,Not Verified,Charged Off,debt_consolidation,CA,28.6,0.0,Jun-2003,768.19,INDIVIDUAL,,,7200.0
819,28614155,8000.0,,2 years,OWN,36400.0,Not Verified,Current,debt_consolidation,VA,23.31,0.0,Nov-2004,1253.3,INDIVIDUAL,,,20200.0
820,12846032,6000.0,185.24,n/a,OWN,35000.0,Verified,Current,medical,CA,1.71,0.0,Dec-1993,354.66,INDIVIDUAL,,,73200.0
821,2088650,26500.0,773.16,10+ years,OWN,60000.0,Verified,Current,debt_consolidation,GA,19.66,1.0,Jun-1986,16142.1,INDIVIDUAL,,,79189.0
822,2215116,20000.0,656.11,n/a,MORTGAGE,59000.0,Verified,Fully Paid,debt_consolidation,OH,23.13,0.0,Jun-1998,3619.58,INDIVIDUAL,,,26400.0
823,62043097,3000.0,106.95,10+ years,MORTGAGE,49400.0,Verified,Current,debt_consolidation,OK,19.31,3.0,Dec-1998,119.01,INDIVIDUAL,,,16300.0
824,20761906,4200.0,,4 years,RENT,38400.0,Not Verified,Current,credit_card,FL,24.09,0.0,Feb-2011,753.97,INDIVIDUAL,,,
825,8576653,9500.0,,8 years,RENT,90000.0,Not Verified,Current,credit_card,CA,26.11,1.0,Nov-2006,1690.92,INDIVIDUAL,,,28400.0
826,10129262,9600.0,300.39,< 1 year,OWN,55000.0,Verified,Current,debt_consolidation,IL,19.33,0.0,Dec-2006,1064.2,INDIVIDUAL,,,12800.0
827,38428476,8000.0,,6 years,MORTGAGE,38000.0,Not Verified,Current,debt_consolidation,WI,11.56,0.0,Jul-2000,647.34,INDIVIDUAL,,,4000.0
828,38942379,11850.0,427.58,8 years,MORTGAGE,45000.0,Verified,Fully Paid,credit_card,CA,13.02,0.0,Mar-2002,449.8,INDIVIDUAL,,,12800.0
829,61409849,9750.0,355.19,< 1 year,RENT,28700.0,Verified,Current,debt_consolidation,CA,16.23,0.0,Feb-2001,432.58,INDIVIDUAL,,,19500.0
830,5785979,15000.0,,10+ years,MORTGAGE,60000.0,Source Verified,Current,home_improvement,NY,11.02,0.0,Feb-1994,3110.26,INDIVIDUAL,,,10000.0
831,37740226,22000.0,493.73,10+ years,OWN,72839.0,Source Verified,Current,credit_card,LA,36.25,0.0,Nov-1975,2673.47,INDIVIDUAL,,,42800.0
832,43135966,30000.0,687.68,n/a,,63600.0,Verified,Late (31-120 days),debt_consolidation,GA,15.81,0.0,Nov-1991,1895.13,INDIVIDUAL,,,
833,1548041,6000.0,194.06,4 years,MORTGAGE,65000.0,Not Verified,Fully Paid,home_improvement,CA,1.83,0.0,Feb-1998,567.6,INDIVIDUAL,,,13300.0
834,1092287,8975.0,299.91,1 year,RENT,32500.0,Not Verified,Fully Paid,debt_consolidation,WA,20.32,0.0,Jul-1998,1394.98,INDIVIDUAL,,,
835,3157959,29175.0,984.57,1 year,MORTGAGE,65000.0,Verified,Current,debt_consolidation,NV,30.94,0.0,Oct-1999,6207.38,INDIVIDUAL,,,53700.0
836,46315003,4000.0,137.98,4 years,RENT,34000.0,Verified,Current,other,NC,19.48,0.0,Oct-1996,363.58,INDIVIDUAL,,,
837,34994527,10000.0,219.63,2 years,RENT,53000.0,Not Verified,Current,credit_card,NJ,18.48,0.0,Nov-2000,1209.9,INDIVIDUAL,,,18400.0
838,6909903,22000.0,716.51,4 years,RENT,85000.0,Verified,Current,debt_consolidation,NY,17.89,0.0,Sep-1979,3570.3,INDIVIDUAL,,,43700.0
839,9815779,10500.0,361.27,10+ years,RENT,57000.0,Source Verified,Current,debt_consolidation,DC,14.48,0.0,Sep-1999,2232.44,INDIVIDUAL,,,18400.0
840,3290090,12600.0,400.1,10+ years,MORTGAGE,52000.0,Verified,Charged Off,debt_consolidation,OK,21.12,0.0,Jan-1995,272.53,INDIVIDUAL,,,23900.0
841,15279744,35000.0,838.36,2 years,MORTGAGE,155000.0,Verified,Current,debt_consolidation,AL,15.17,0.0,Sep-1994,7904.22,INDIVIDUAL,,,65900.0
842,1529501,6900.0,210.01,3 years,RENT,71000.0,Not Verified,Fully Paid,major_purchase,KS,8.2,0.0,Oct-1999,659.93,INDIVIDUAL,,,38400.0
843,50576973,17000.0,430.4,3 years,OWN,37000.0,Source Verified,Current,debt_consolidation,CO,21.88,0.0,Jun-1998,1757.89,INDIVIDUAL,,,43300.0
844,666407,10800.0,352.25,10+ years,RENT,68000.0,Verified,Fully Paid,wedding,GA,1.8,0.0,Oct-1998,1876.52,INDIVIDUAL,,,
845,554736,5500.0,180.38,1 year,RENT,33280.0,Source Verified,Fully Paid,moving,NY,12.48,0.0,Sep-2004,987.67,INDIVIDUAL,,,
846,65191237,9600.0,293.1,10+ years,MORTGAGE,80000.0,Not Verified,Current,credit_card,TX,32.07,1.0,Jan-1996,76.94,INDIVIDUAL,,,90900.0
847,54079506,8000.0,255.04,1 year,RENT,52000.0,Source Verified,Current,debt_consolidation,NY,31.59,0.0,Oct-2008,336.2,INDIVIDUAL,,,13000.0
848,6728206,5000.0,166.91,6 years,MORTGAGE,73788.0,Not Verified,Fully Paid,debt_consolidation,WA,17.77,0.0,Jun-2005,692.78,INDIVIDUAL,,,29300.0
849,54444550,7050.0,227.46,n/a,,34756.0,Verified,Current,debt_consolidation,CT,15.19,0.0,Feb-1997,275.38,INDIVIDUAL,,,21300.0
850,44087049,35000.0,1257.8,10+ years,MORTGAGE,125000.0,Verified,Current,debt_consolidation,IL,14.99,0.0,Jan-1996,4323.43,INDIVIDUAL,,,6100.0
851,20119286,11000.0,247.43,10+ years,RENT,95000.0,Source Verified,Current,credit_card,NY,12.86,0.0,Apr-2000,1836.92,INDIVIDUAL,,,13300.0
852,35883509,8000.0,267.21,9 years,RENT,40000.0,Source Verified,Current,other,WV,16.17,0.0,Jul-1996,905.58,INDIVIDUAL,,,16200.0
853,60920461,4500.0,148.46,n/a,RENT,28600.0,Verified,Current,debt_consolidation,TX,3.9,0.0,May-1999,123.79,INDIVIDUAL,,,39500.0
854,7439224,15000.0,491.01,< 1 year,MORTGAGE,55000.0,Source Verified,Current,credit_card,LA,29.02,0.0,Jul-1996,2479.58,INDIVIDUAL,,,8200.0
855,10127952,3500.0,,3 years,MORTGAGE,27000.0,Not Verified,Current,credit_card,NJ,18.8,0.0,Sep-2002,642.74,INDIVIDUAL,,,3600.0
856,619649,12000.0,,< 1 year,RENT,62400.0,Source Verified,Fully Paid,debt_consolidation,WA,,0.0,Feb-1993,1320.76,INDIVIDUAL,,,
857,46245305,24000.0,596.34,7 years,MORTGAGE,123000.0,Source Verified,Current,credit_card,CA,15.86,0.0,Oct-2006,2652.0,INDIVIDUAL,,,13400.0
858,60962977,35000.0,1099.69,< 1 year,MORTGAGE,86000.0,Source Verified,Current,debt_consolidation,CT,26.57,0.0,Jan-1995,777.63,INDIVIDUAL,,,94800.0
859,19165287,12000.0,396.69,< 1 year,RENT,100000.0,Not Verified,Fully Paid,other,WA,2.54,0.0,Aug-2007,1275.03,INDIVIDUAL,,,22800.0
860,55256211,35000.0,802.29,8 years,MORTGAGE,113000.0,Verified,Current,home_improvement,CA,32.64,1.0,Dec-2003,2210.98,INDIVIDUAL,,,72700.0
861,59139846,30000.0,942.59,10+ years,,105000.0,Source Verified,Current,debt_consolidation,MO,22.08,1.0,May-1979,774.04,INDIVIDUAL,,,71800.0
862,40584017,15000.0,494.22,< 1 year,RENT,101000.0,Not Verified,Current,debt_consolidation,NY,14.71,0.0,Nov-2003,1373.95,INDIVIDUAL,,,33500.0
863,1681516,6000.0,155.81,2 years,,65000.0,Verified,Fully Paid,other,MO,9.51,0.0,Mar-1998,1231.08,INDIVIDUAL,,,8300.0
864,1405605,3000.0,101.25,8 years,RENT,42500.0,Not Verified,Fully Paid,moving,FL,11.63,0.0,Aug-2007,643.69,INDIVIDUAL,,,
865,5684879,7000.0,226.4,1 year,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,MA,25.1,0.0,Oct-2005,1051.87,INDIVIDUAL,,,13437.0
866,17943811,10800.0,275.67,1 year,MORTGAGE,118500.0,Verified,Fully Paid,home_improvement,CA,9.73,0.0,Mar-2000,1448.73,INDIVIDUAL,,,26300.0
867,20778618,16000.0,,5 years,MORTGAGE,69000.0,Source Verified,Current,debt_consolidation,TX,34.56,0.0,Oct-1999,5149.38,INDIVIDUAL,,,5900.0
868,28172381,20000.0,482.23,10+ years,MORTGAGE,75000.0,Source Verified,Late (16-30 days),debt_consolidation,MD,12.33,1.0,Nov-1998,3365.28,INDIVIDUAL,,,
869,44116503,15475.0,414.23,10+ years,MORTGAGE,80000.0,Source Verified,Fully Paid,debt_consolidation,FL,16.44,0.0,Dec-2001,1627.77,INDIVIDUAL,,,14900.0
870,40277533,2000.0,62.21,2 years,MORTGAGE,43000.0,Not Verified,Current,credit_card,TX,20.01,0.0,Mar-2003,118.26,INDIVIDUAL,,,38200.0
871,46835145,32000.0,733.52,10+ years,RENT,80000.0,Verified,Current,credit_card,WI,18.62,0.0,Aug-1999,2699.8,INDIVIDUAL,,,53100.0
872,41430168,17900.0,444.77,10+ years,RENT,39000.0,Verified,Current,debt_consolidation,TN,32.86,0.0,Nov-1981,2390.82,INDIVIDUAL,,,32700.0
873,63289010,6000.0,191.28,9 years,RENT,23000.0,Verified,Current,debt_consolidation,FL,39.82,0.0,May-2001,86.01,INDIVIDUAL,,,22200.0
874,37681641,24500.0,574.02,5 years,RENT,148320.0,Verified,Current,debt_consolidation,FL,14.69,0.0,Jul-2000,3226.36,INDIVIDUAL,,,23900.0
875,1494072,12000.0,404.97,7 years,MORTGAGE,94000.0,Verified,Fully Paid,debt_consolidation,WA,32.45,0.0,Aug-1992,1871.24,INDIVIDUAL,,,77400.0
876,65925040,12000.0,303.81,2 years,RENT,36000.0,Verified,Current,debt_consolidation,CA,22.1,1.0,Apr-2009,166.69,INDIVIDUAL,,,
877,29213624,12000.0,371.19,10+ years,MORTGAGE,88000.0,Not Verified,Current,debt_consolidation,LA,25.24,0.0,Aug-1982,871.46,INDIVIDUAL,,,28800.0
878,65593344,10000.0,337.81,10+ years,RENT,75000.0,Source Verified,Current,debt_consolidation,NY,24.75,0.0,May-2008,102.51,INDIVIDUAL,,,34300.0
879,770738,17000.0,517.1,3 years,RENT,62000.0,Not Verified,Fully Paid,debt_consolidation,TX,13.24,0.0,Oct-1978,85.39,INDIVIDUAL,,,
880,18685488,12000.0,410.02,8 years,OWN,108012.0,Source Verified,Current,debt_consolidation,TX,29.12,0.0,Mar-1999,1837.69,INDIVIDUAL,,,14800.0
881,1479331,6000.0,202.49,6 years,RENT,95000.0,Not Verified,Fully Paid,credit_card,NJ,10.79,0.0,May-1991,970.09,INDIVIDUAL,,,20900.0
882,26378366,25000.0,860.41,9 years,MORTGAGE,300000.0,Source Verified,Current,home_improvement,CT,9.68,0.0,Nov-1988,3973.24,INDIVIDUAL,,,173500.0
883,59492126,7000.0,234.82,< 1 year,RENT,32656.0,Source Verified,Current,debt_consolidation,TX,28.63,1.0,Mar-1995,298.16,INDIVIDUAL,,,14300.0
884,8636435,10000.0,332.1,10+ years,RENT,75000.0,Not Verified,Current,debt_consolidation,CA,3.25,0.0,Jun-2002,1779.94,INDIVIDUAL,,,14800.0
885,10594754,9100.0,288.96,10+ years,MORTGAGE,98000.0,Verified,Current,debt_consolidation,VA,7.8,0.0,Nov-1979,1114.19,INDIVIDUAL,,,47000.0
886,31206787,4000.0,,2 years,RENT,28000.0,Not Verified,Current,credit_card,FL,3.47,0.0,Mar-2007,395.33,INDIVIDUAL,,,6700.0
887,43410370,28000.0,608.65,10+ years,MORTGAGE,72000.0,Source Verified,Current,credit_card,NC,20.93,0.0,Aug-2000,2172.16,INDIVIDUAL,,,
888,46437589,20000.0,458.45,2 years,,65000.0,Source Verified,Current,debt_consolidation,TN,23.82,0.0,Jun-2003,1872.9,INDIVIDUAL,,,55100.0
889,66055934,6800.0,,5 years,MORTGAGE,40000.0,Not Verified,Current,credit_card,FL,15.6,0.0,Feb-1999,0.0,INDIVIDUAL,,,47800.0
890,33300065,22000.0,538.4,6 years,RENT,55000.0,Source Verified,Current,credit_card,AL,23.97,1.0,Nov-1995,3848.32,INDIVIDUAL,,,40200.0
891,5977657,7900.0,283.87,3 years,RENT,45000.0,Verified,Charged Off,debt_consolidation,AK,22.62,0.0,Jan-1999,338.77,INDIVIDUAL,,,19400.0
892,65823420,6500.0,223.2,2 years,RENT,20365.0,Source Verified,Current,debt_consolidation,OH,22.67,1.0,Jul-2005,114.69,INDIVIDUAL,,,14400.0
893,14688844,10000.0,362.78,5 years,OWN,37000.0,Source Verified,Charged Off,debt_consolidation,AL,15.67,0.0,Mar-2010,863.45,INDIVIDUAL,,,18100.0
894,21781301,15000.0,356.78,10+ years,MORTGAGE,54415.0,Source Verified,Current,debt_consolidation,TN,18.28,0.0,Mar-1991,2878.79,INDIVIDUAL,,,18100.0
895,1473082,12000.0,365.23,8 years,MORTGAGE,35700.0,Verified,Charged Off,small_business,PA,30.59,0.0,Dec-1994,1144.31,INDIVIDUAL,,,39700.0
896,60790721,28000.0,594.78,10+ years,RENT,77500.0,Not Verified,Current,credit_card,TX,26.91,0.0,Nov-1990,814.33,INDIVIDUAL,,,75200.0
897,38475808,12000.0,389.98,5 years,MORTGAGE,62400.0,Not Verified,Current,debt_consolidation,NJ,12.03,1.0,May-1992,1115.11,INDIVIDUAL,,,12900.0
898,1133994,7000.0,225.58,< 1 year,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,OH,9.14,0.0,Mar-2001,375.1,INDIVIDUAL,,,
899,42231204,20675.0,606.72,1 year,RENT,47000.0,Source Verified,Current,credit_card,NY,,5.0,Sep-2007,4011.2,INDIVIDUAL,,,8900.0
900,62844877,19200.0,595.13,< 1 year,MORTGAGE,78000.0,Source Verified,Current,debt_consolidation,KS,19.97,1.0,Apr-1994,332.03,INDIVIDUAL,,,43032.0
901,1559585,4000.0,133.09,< 1 year,RENT,55000.0,Not Verified,Fully Paid,wedding,MD,12.89,0.0,Jan-2001,773.66,INDIVIDUAL,,,2300.0
902,17764950,15000.0,352.85,< 1 year,RENT,110000.0,Source Verified,Current,medical,UT,17.41,0.0,Oct-1992,3061.32,INDIVIDUAL,,,40500.0
903,7066061,10000.0,321.32,n/a,MORTGAGE,35808.0,Verified,Current,credit_card,FL,10.19,0.0,Nov-1995,1475.58,INDIVIDUAL,,,18000.0
904,19125594,35000.0,1185.2,n/a,RENT,75000.0,Verified,Current,credit_card,CA,13.13,0.0,Mar-1981,5570.32,INDIVIDUAL,,,71400.0
905,60915140,23000.0,554.57,10+ years,MORTGAGE,60000.0,Source Verified,Current,debt_consolidation,CT,9.68,0.0,Jun-2005,957.37,INDIVIDUAL,,,
906,18995230,5400.0,174.63,< 1 year,RENT,50000.0,Not Verified,Current,debt_consolidation,WA,11.69,0.0,Sep-2007,672.06,INDIVIDUAL,,,7700.0
907,62974122,7125.0,254.0,4 years,RENT,21000.0,Verified,Current,debt_consolidation,NJ,17.14,0.0,Jul-2008,219.18,INDIVIDUAL,,,15100.0
908,25386374,25000.0,866.52,2 years,MORTGAGE,84000.0,Source Verified,Current,debt_consolidation,SC,14.4,0.0,Apr-1997,4115.42,INDIVIDUAL,,,31200.0
909,2828356,14000.0,436.26,8 years,MORTGAGE,118000.0,Not Verified,Fully Paid,debt_consolidation,NV,9.31,0.0,Dec-1997,1524.22,INDIVIDUAL,,,34100.0
910,36088267,20000.0,632.93,10+ years,OWN,45000.0,Source Verified,Current,debt_consolidation,MN,20.38,0.0,Jan-1995,1571.74,INDIVIDUAL,,,46400.0
911,7340666,25000.0,842.23,10+ years,MORTGAGE,73000.0,Verified,Fully Paid,debt_consolidation,IL,26.19,0.0,Nov-1998,4245.19,INDIVIDUAL,,,55690.0
912,65825847,20000.0,628.39,1 year,RENT,65000.0,Verified,Current,debt_consolidation,FL,21.84,2.0,Jan-2004,127.24,INDIVIDUAL,,,24950.0
913,21390895,13500.0,451.56,2 years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,MD,21.8,0.0,Aug-2006,827.48,INDIVIDUAL,,,25700.0
914,49219246,15000.0,,5 years,MORTGAGE,75000.0,Verified,Current,credit_card,CA,18.54,1.0,Nov-1995,961.13,INDIVIDUAL,,,56700.0
915,984579,3000.0,91.31,4 years,MORTGAGE,85000.0,Not Verified,Fully Paid,debt_consolidation,SD,18.86,0.0,Jun-1983,258.94,INDIVIDUAL,,,
916,40443833,5000.0,153.23,< 1 year,RENT,40000.0,Source Verified,Current,credit_card,NJ,27.18,0.0,Sep-2006,257.51,INDIVIDUAL,,,34200.0
917,51407797,5100.0,168.26,3 years,MORTGAGE,17000.0,Not Verified,Current,credit_card,NY,12.08,0.0,Oct-2003,273.34,INDIVIDUAL,,,
918,39310675,8000.0,274.63,10+ years,MORTGAGE,90000.0,Verified,Default,credit_card,AZ,20.88,0.0,Oct-2003,608.38,INDIVIDUAL,,,34500.0
919,39740346,6600.0,207.4,2 years,RENT,46618.0,Source Verified,Current,credit_card,CA,15.09,0.0,Feb-2002,430.29,INDIVIDUAL,,,24100.0
920,47210882,2500.0,83.87,2 years,RENT,60000.0,Not Verified,Current,debt_consolidation,NY,12.26,0.0,Sep-2007,192.37,INDIVIDUAL,,,4000.0
921,573020,13000.0,,9 years,OWN,36000.0,Verified,Charged Off,credit_card,CT,21.47,0.0,Nov-1995,5836.43,INDIVIDUAL,,,
922,12786309,13000.0,311.39,10+ years,OWN,36606.32,Source Verified,Current,debt_consolidation,WY,15.18,0.0,Oct-1977,3181.18,INDIVIDUAL,,,18800.0
923,1476737,6075.0,,n/a,RENT,21000.0,Verified,Fully Paid,debt_consolidation,CA,25.14,0.0,Sep-2000,1539.0,INDIVIDUAL,,,16300.0
924,20068932,10000.0,306.45,2 years,RENT,50000.0,Not Verified,Fully Paid,credit_card,TX,4.66,0.0,Aug-2006,745.6,INDIVIDUAL,,,20700.0
925,5646740,17000.0,572.72,< 1 year,RENT,70000.0,Source Verified,Current,debt_consolidation,CT,18.41,0.0,Sep-2004,2297.16,INDIVIDUAL,,,16900.0
926,67348042,10000.0,340.18,10+ years,MORTGAGE,48000.0,Source Verified,Current,debt_consolidation,LA,32.98,1.0,Jun-2001,98.73,INDIVIDUAL,,77.0,15300.0
927,6805066,16000.0,585.29,10+ years,RENT,120000.0,Verified,Current,credit_card,NY,7.54,0.0,Jan-1986,4754.28,INDIVIDUAL,,,22000.0
928,20208062,16000.0,523.75,3 years,MORTGAGE,72000.0,Source Verified,Fully Paid,debt_consolidation,TX,20.02,0.0,Jan-2001,1267.93,INDIVIDUAL,,,25600.0
929,38586529,24125.0,848.05,< 1 year,RENT,65000.0,Source Verified,Current,debt_consolidation,NY,33.6,0.0,Jun-1990,3351.85,INDIVIDUAL,,,38900.0
930,43479278,13500.0,416.35,10+ years,MORTGAGE,83000.0,Not Verified,Current,credit_card,GA,22.43,1.0,Jun-1984,678.91,INDIVIDUAL,,,13200.0
931,41122841,14000.0,438.0,10+ years,MORTGAGE,80000.0,Not Verified,Current,debt_consolidation,TX,17.27,1.0,Sep-1991,804.06,INDIVIDUAL,,,
932,61430245,16000.0,358.27,3 years,RENT,68000.0,Not Verified,Current,debt_consolidation,SC,11.14,0.0,Dec-2002,512.92,INDIVIDUAL,,,18000.0
933,59541678,10000.0,,1 year,MORTGAGE,104000.0,Not Verified,Current,home_improvement,NY,11.06,9.0,Apr-2004,557.01,INDIVIDUAL,,,12100.0
934,1372099,30000.0,708.2,10+ years,MORTGAGE,89000.0,Source Verified,Charged Off,debt_consolidation,NC,7.98,0.0,Apr-1997,7271.01,INDIVIDUAL,,,
935,11114692,34350.0,1181.86,n/a,MORTGAGE,74748.0,Verified,Charged Off,credit_card,TX,25.04,0.0,Dec-2000,2344.12,INDIVIDUAL,,,38800.0
936,21450392,11200.0,274.1,10+ years,MORTGAGE,89000.0,Not Verified,Fully Paid,major_purchase,FL,29.18,2.0,Apr-1989,2347.31,INDIVIDUAL,,,33300.0
937,7307047,21000.0,446.09,10+ years,OWN,49000.0,Verified,Current,debt_consolidation,FL,25.98,0.0,May-1989,3868.86,INDIVIDUAL,,,68900.0
938,53424284,12000.0,295.34,10+ years,RENT,39000.0,Source Verified,Current,debt_consolidation,NJ,21.05,0.0,Dec-2006,954.61,INDIVIDUAL,,,18400.0
939,25787209,12000.0,431.25,10+ years,RENT,85000.0,Source Verified,Charged Off,debt_consolidation,TX,21.86,0.0,Mar-2001,1304.58,INDIVIDUAL,,,16700.0
940,49663784,25000.0,752.87,5 years,MORTGAGE,165000.0,Verified,Current,credit_card,NY,5.49,0.0,Sep-1991,708.23,INDIVIDUAL,,,47000.0
941,23653529,9750.0,337.94,1 year,MORTGAGE,42000.0,Verified,Fully Paid,major_purchase,FL,5.71,1.0,Mar-1999,172.13,INDIVIDUAL,,,
942,51850191,9000.0,286.92,10+ years,MORTGAGE,65000.0,Not Verified,Current,debt_consolidation,WI,28.14,0.0,Aug-1996,441.39,INDIVIDUAL,,,34100.0
943,49933783,14000.0,489.51,10+ years,MORTGAGE,158000.0,Not Verified,Current,debt_consolidation,LA,24.12,0.0,Jan-1996,1176.86,INDIVIDUAL,,,328800.0
944,675042,4200.0,134.8,2 years,RENT,40000.0,Not Verified,Fully Paid,debt_consolidation,IL,16.77,0.0,Jun-2004,650.9,INDIVIDUAL,,,
945,21080361,12000.0,388.06,8 years,MORTGAGE,47149.0,Not Verified,Fully Paid,debt_consolidation,FL,16.65,0.0,Jun-2004,101.5,INDIVIDUAL,,,30100.0
946,48609239,5000.0,159.4,7 years,MORTGAGE,41000.0,Not Verified,Current,debt_consolidation,WI,14.4,0.0,Feb-1985,274.25,INDIVIDUAL,,,22100.0
947,29223579,3000.0,104.9,10+ years,RENT,78000.0,Not Verified,Current,debt_consolidation,IL,9.15,0.0,Dec-1997,490.12,INDIVIDUAL,,,
948,547935,25000.0,416.9,10+ years,RENT,69996.0,Verified,Charged Off,debt_consolidation,WA,8.09,0.0,Jul-1996,6561.06,INDIVIDUAL,,,
949,3918980,30000.0,779.05,10+ years,MORTGAGE,68532.88,Verified,Current,debt_consolidation,MO,27.19,0.0,May-1999,12696.74,INDIVIDUAL,,,48300.0
950,10082347,14000.0,364.87,10+ years,RENT,68800.0,Verified,Current,other,NY,28.99,2.0,Jan-2002,4718.42,INDIVIDUAL,,,7500.0
951,6925256,16000.0,590.72,10+ years,MORTGAGE,54601.0,Verified,Charged Off,debt_consolidation,CA,22.99,0.0,Dec-2000,3785.15,INDIVIDUAL,,,60317.0
952,64069425,24000.0,,6 years,MORTGAGE,148000.0,Source Verified,Current,major_purchase,CA,12.14,0.0,Jun-2005,533.06,INDIVIDUAL,,,40700.0
953,25216640,5000.0,188.35,10+ years,RENT,33000.0,Source Verified,Fully Paid,credit_card,CA,18.65,0.0,May-1993,648.5,INDIVIDUAL,,,13200.0
954,20760542,8000.0,273.35,9 years,MORTGAGE,79500.0,Not Verified,Current,car,IL,24.31,0.0,Dec-1997,1281.65,INDIVIDUAL,,,14800.0
955,36211874,12000.0,272.98,10+ years,RENT,38000.0,Source Verified,Current,credit_card,OH,19.14,0.0,Aug-1998,1554.3,INDIVIDUAL,,,22300.0
956,6916524,1600.0,59.08,10+ years,OWN,25000.0,Not Verified,Fully Paid,other,NC,11.18,0.0,May-2002,293.61,INDIVIDUAL,,,20694.0
957,55493307,8000.0,,3 years,RENT,65000.0,Source Verified,Current,credit_card,MA,14.12,0.0,Apr-2012,438.75,INDIVIDUAL,,,
958,34323563,3000.0,,10+ years,MORTGAGE,70000.0,Source Verified,Current,debt_consolidation,MO,28.22,1.0,Nov-1998,250.25,INDIVIDUAL,,,22479.0
959,48704472,24000.0,785.62,9 years,MORTGAGE,87000.0,Source Verified,Current,credit_card,CA,14.5,0.0,Sep-2006,1581.31,INDIVIDUAL,,,31600.0
960,1320339,10000.0,304.36,6 years,MORTGAGE,62000.0,Source Verified,Fully Paid,debt_consolidation,NJ,10.78,0.0,Oct-1993,839.82,INDIVIDUAL,,,
961,26158277,8000.0,275.33,10+ years,MORTGAGE,66000.0,Not Verified,Fully Paid,debt_consolidation,MN,14.98,4.0,May-1995,734.47,INDIVIDUAL,,,10600.0
962,11677503,16000.0,513.8,6 years,RENT,84000.0,Not Verified,Fully Paid,debt_consolidation,VA,21.03,0.0,Aug-1992,1976.43,INDIVIDUAL,,,5700.0
963,10108176,14125.0,503.53,7 years,RENT,41000.0,Verified,Current,debt_consolidation,HI,31.98,0.0,Jan-2006,3480.63,INDIVIDUAL,,,19200.0
964,2083112,21000.0,666.82,10+ years,RENT,102000.0,Verified,Fully Paid,credit_card,CA,17.35,2.0,Aug-1983,1922.41,INDIVIDUAL,,,68000.0
965,4309744,10000.0,328.06,7 years,RENT,34000.0,Verified,Current,debt_consolidation,CA,16.79,0.0,Feb-2006,1779.77,INDIVIDUAL,,,32800.0
966,50505843,15000.0,503.18,10+ years,MORTGAGE,50000.0,Not Verified,Current,home_improvement,IN,15.84,0.0,Oct-1987,1064.21,INDIVIDUAL,,,43500.0
967,58170783,6000.0,188.52,n/a,MORTGAGE,40000.0,Not Verified,Current,credit_card,TX,17.43,0.0,Feb-1996,154.8,INDIVIDUAL,,,16300.0
968,65392203,19500.0,450.41,10+ years,MORTGAGE,112000.0,Verified,Current,debt_consolidation,NJ,27.13,1.0,Sep-2000,426.86,INDIVIDUAL,,,31400.0
969,40984292,11000.0,338.05,10+ years,MORTGAGE,111600.0,Source Verified,Current,car,CA,17.12,0.0,Feb-1993,555.85,INDIVIDUAL,,,
970,12305796,30000.0,776.9,7 years,RENT,72000.0,Source Verified,Current,debt_consolidation,NV,20.72,0.0,Dec-1993,9173.59,INDIVIDUAL,,,46300.0
971,4535646,15000.0,540.56,7 years,MORTGAGE,60000.0,Not Verified,Fully Paid,debt_consolidation,NC,16.28,5.0,Dec-1995,1656.14,INDIVIDUAL,,,30000.0
972,29393902,9275.0,310.24,10+ years,RENT,34000.0,Source Verified,Current,credit_card,NY,38.62,0.0,Sep-2000,1203.64,INDIVIDUAL,,,21000.0
973,57743361,3300.0,111.72,n/a,RENT,10000.0,Verified,Current,credit_card,CA,14.17,0.0,Nov-2007,139.15,INDIVIDUAL,,,4500.0
974,32188251,15000.0,501.74,10+ years,MORTGAGE,68000.0,Source Verified,Current,debt_consolidation,MI,32.77,8.0,Sep-1990,1837.64,INDIVIDUAL,,,13000.0
975,33451261,29975.0,862.15,9 years,MORTGAGE,60000.0,Source Verified,Current,debt_consolidation,OH,19.81,1.0,Nov-2000,7308.74,INDIVIDUAL,,,19300.0
976,13066815,16000.0,446.01,n/a,MORTGAGE,72000.0,Source Verified,Current,home_improvement,TX,7.57,0.0,Jan-1993,5635.33,INDIVIDUAL,,,17200.0
977,8559057,35000.0,884.21,10+ years,MORTGAGE,120000.0,Verified,Current,debt_consolidation,FL,13.39,1.0,Mar-1979,11478.85,INDIVIDUAL,,,
